name,0
WOW Cafe and Bar,0.039983984400648216
Revolution Taco,0.10537533211017638
Kuramoto Japanese Restaurant,0.12186832388112068
Moe's Southwest Grill,-0.036327094168219644
Cajun Corner Seafood,-0.00486778778196826
McDonald's,0.12256949218663654
Faubourg Bistro,0.1110742807204904
East China Restaurant,0.12369326915960427
Che Argentinian Empanadas,-0.0012438675605699597
Denny's,0.026113618751988643
Pizza Hut,-0.0610356814657073
Burgerim,0.032756556782515524
Anthony's Dandelion Deli & Catering,0.08689207195080818
Sweetie Pies Upper Crust,0.1133922196259988
Dab's Bistro,0.06252240297497702
Pizza Haven,0.07902021505439304
Kruk's Philly Steaks,0.005363583725344947
The Bayou Burger & Sports Company,0.047256014964798504
Baggin's Gourmet Sandwiches,0.05851383702525839
Little Love Burger,-0.05700336488269573
La Fogata Mexican Restaurant,-0.017033951900084096
Bob Evans,0.024637685106772573
QDOBA Mexican Eats,-0.050554349272362145
Shenanigan's Old English Pub,0.055446723895545426
"Mexican Restaurant And Tortilleria ""La Milpita""",-0.0706022806539606
Lucky Lobster,0.11228001524647761
Hatfield Pizzeria,0.0002046116382119539
Green Chili,0.11115196444642005
Taco Bell,-0.057472479821120415
Mario & Franks IV,-0.05633133887696781
The Pharmacy Burger,0.1187807703372791
Jing’s Sushi House,0.013884016575272022
Los Ponchos Hot Dogs,-0.07096618390876235
King Wok Chinese Restaurant,-0.040211144196070386
Rigatoni's Pasta & Grill,0.024316747756248557
Outback Steakhouse,0.026419665077946432
Sake Hana,-0.04451541911085804
The Oceanaire Seafood Room,0.11266749898026228
Ho Wun Chinese Restaurant,0.03198011325567593
Fountain Side Seafood Grill,0.0094699503221361
La Cabra Brewing Smokehouse,0.0598102731667456
Vetture's Pizzeria and Restaurant,0.05510831825018143
Siam Cafe,0.08691307451555412
First Watch,0.07252397737756022
Pizza Hut,-0.07183262779098162
China Star,-0.04277565055772811
Piada Italian Street Food,0.09824115938148807
Popbar,-0.05442985894129102
Mama's Java,0.06823179661775626
Pizza 73,-0.07257193275736357
Lombardo's Restaurant,0.10540442372800439
Joe's Crab Shack,0.055366233856784595
Tria Cafe Wash West,0.11515427759476642
Char Kol,-0.00610019711541977
FreshWorks of Levittown,-0.05499466837373914
Jimmy John's,-0.06677384439346204
Yeoman's Cask and Lion,0.009480240087509445
Acme Oyster House,0.11635188374654751
LaSpada's Original Steaks & Hoagies,-0.036158746188149855
Mount Holly International Buffet,0.003935501895063456
Vinny's Pizzarama 2,-0.03934710478504156
Burrow,-0.01732450727896798
Mesquito Grille,0.0919598842652604
Family Heritage,-0.036736861292533576
Einstein Bros. Bagels,-0.03491749848101275
Yummy Yummy,-0.024483791983366497
Coach's All American Bar & Grill,-0.006349062293056232
Jimmy John's,-0.0653677267587733
Swansea Family Restaurant,-0.04879489093370716
Creations Dining Room & Lounge,-0.02296713608506096
The Andalusia Bar and Grill,-0.07446839917009497
Shorty's Breakfast & Gourmet Deli,-0.0035704270365065635
Thai Boat Restaurant,0.035802476180981764
Roscoe's Tacos,-0.015631879941118452
Pasta Pantry & Trattoria,0.027306103649121612
JD McGillicuddy's,-0.04006441278036166
Bon Zanmi Haitian Cuisine,-0.03286082307928408
Aqui Con El Nene,-0.025831507265785855
Auspicious Chinese Restaurant,0.12216702518388362
