name,0
WOW Cafe and Bar,0.08139276720867694
Revolution Taco,0.04774366243015262
Kuramoto Japanese Restaurant,0.01390119825306384
Moe's Southwest Grill,0.08269393502788001
Cajun Corner Seafood,0.08616626351383168
McDonald's,0.02002439905066706
Faubourg Bistro,0.041250263739910364
East China Restaurant,0.006346719710734499
Che Argentinian Empanadas,0.08516646345429231
Denny's,0.08432163349831205
Pizza Hut,0.07572277777444597
Burgerim,0.0833087469121775
Anthony's Dandelion Deli & Catering,0.06290793020003095
Sweetie Pies Upper Crust,0.03822663615005617
Dab's Bistro,0.07508315679533505
Pizza Haven,0.06749201603335515
Kruk's Philly Steaks,0.0860549218534007
The Bayou Burger & Sports Company,0.08006607827150665
Baggin's Gourmet Sandwiches,0.07648918064173607
Little Love Burger,0.07687753784335412
La Fogata Mexican Restaurant,0.08529735874275174
Bob Evans,0.08457323250728638
QDOBA Mexican Eats,0.07922212475430258
Shenanigan's Old English Pub,0.07736920249605418
"Mexican Restaurant And Tortilleria ""La Milpita""",0.07177099246478634
Lucky Lobster,0.040004250769262
Hatfield Pizzeria,0.08621034184741845
Green Chili,0.04181769347084058
Taco Bell,0.07705605130764245
Mario & Franks IV,0.07728823273508652
The Pharmacy Burger,0.02570464390006507
Jing’s Sushi House,0.08497066549777293
Los Ponchos Hot Dogs,0.07092240501820701
King Wok Chinese Restaurant,0.08185893534709619
Rigatoni's Pasta & Grill,0.08466342495949246
Outback Steakhouse,0.08432653447378283
Sake Hana,0.08075479440430501
The Oceanaire Seafood Room,0.03940784154830144
Ho Wun Chinese Restaurant,0.08344466790138522
Fountain Side Seafood Grill,0.08599860791535424
La Cabra Brewing Smokehouse,0.07622549648105115
Vetture's Pizzeria and Restaurant,0.07767531198115298
Siam Cafe,0.06270998429905386
First Watch,0.07097746983888815
Pizza Hut,0.07132691046657166
China Star,0.08119362540791003
Piada Italian Street Food,0.05444463097262564
Popbar,0.07793398514104119
Mama's Java,0.07274012282495433
Pizza 73,0.07100208557267697
Lombardo's Restaurant,0.04824860775121347
Joe's Crab Shack,0.07733874824015509
Tria Cafe Wash West,0.03577692837388058
Char Kol,0.08589038224314541
FreshWorks of Levittown,0.07783049275041709
Jimmy John's,0.0734487495589869
Yeoman's Cask and Lion,0.08593930671288912
Acme Oyster House,0.033564703015451475
LaSpada's Original Steaks & Hoagies,0.08273863697229038
Mount Holly International Buffet,0.08616660696638684
Vinny's Pizzarama 2,0.08207859654510455
Burrow,0.08534165908214734
Mesquito Grille,0.05962177760474951
Family Heritage,0.08259418591124619
Einstein Bros. Bagels,0.08297594234867592
Yummy Yummy,0.08458924924386621
Coach's All American Bar & Grill,0.08595356318101344
Jimmy John's,0.07403323787351793
Swansea Family Restaurant,0.07874906826530507
Creations Dining Room & Lounge,0.0846096865630514
The Andalusia Bar and Grill,0.06996299743432494
Shorty's Breakfast & Gourmet Deli,0.08622384361825458
Thai Boat Restaurant,0.08279532410236769
Roscoe's Tacos,0.08561433566041733
Pasta Pantry & Trattoria,0.0842486055306955
JD McGillicuddy's,0.08185334185493286
Bon Zanmi Haitian Cuisine,0.08324868463064762
Aqui Con El Nene,0.08442886310575681
Auspicious Chinese Restaurant,0.02376765815008188
Papa John's Pizza,0.073877144589984
Darling's Coffeehouse & Cheesecake,0.08229929655328024
Big Bob's Smoke' n Racks BBQ,0.07570268258921682
Fork & Function on Central,0.08442412282863675
Grecian Delights,0.08603652849399436
Casablanca Moroccan Restaurant,0.01887977721462357
McAlister's Deli,0.08618451078760848
Rarest,0.08620525643968206
George & Sons' Seafood Market,0.07299731648829984
The Egg Connection,0.059923587934891706
Trolley Square Oyster House,0.05667313160689293
