0.00,223.47,167.08,223.15,142.42,196.76,219.03,223.07,223.05,223.10,211.25,157.60,130.08,226.15,209.71,167.27,192.03,222.81,128.43,18.83,223.06,223.02,60.75,223.27,223.16,221.01,2417.13,192.06,223.05,263.30,223.07,223.08,211.17,62.06,223.01,276.07,231.05,223.81,184.12,228.41,222.40,10.00,226.14,223.76,223.11,215.13,142.97,225.93,222.60,225.21,223.01,422.00,60.33,227.73,229.86,223.02,223.03,228.09,223.04,222.21,223.14,84.54,223.01,223.03,223.04,223.04,224.53,92.94,223.04,223.22,236.04,223.04,223.12,229.24,222.32,221.73,189.10,229.35,223.52,128.04,223.27,173.70,187.03,223.04,223.01,223.05,279.29,184.07,223.04,223.07,223.70,129.10,4.61,90.37,223.04,223.14,223.07,223.75,223.04,218.58,223.26,223.11,223.06,222.00,223.02,191.00,64.64,225.70,17.47,223.00,198.08,192.18,127.20,211.46,205.19,654.87,156.03,223.07,233.34,176.07,760.16,223.03,223.05,221.06,191.10,119.07,223.09,223.04,202.10,37.01,227.31,234.55,1015.11,167.26,193.02,213.65,86.26,155.07,190.12,222.81,188.15,273.58,221.12,223.03,223.01,223.01,87.81,6190.16,223.13,225.08,223.02,223.01,186.04,223.04,223.82,223.35,79.07,222.06,243.98,223.12,223.65,223.05,223.01,223.19,223.01,220.13,223.04,223.06,159.92,185.95,223.11,223.04,223.03,224.03,373.09,214.39,180.02,217.23,223.00,223.02,223.04,164.36,223.08,226.47,94.05,570.76,219.12,210.00,211.15,169.10,223.14,223.05,223.07,215.04,216.28,140.66,346.04,215.02,847.90,223.01
223.47,0.00,57.79,12.42,81.19,27.54,13.68,16.45,15.09,11.59,15.85,66.68,93.94,23.60,28.67,59.06,34.80,4.69,133.65,215.12,16.31,14.63,163.45,14.05,11.71,15.78,2425.20,34.75,10.63,142.23,11.18,13.02,17.54,174.27,14.21,499.22,49.50,4.64,100.22,47.54,3.26,214.48,25.30,13.18,7.68,16.93,105.33,25.68,8.81,26.65,15.56,645.16,164.17,32.27,51.26,13.90,11.26,77.28,11.81,13.41,17.42,167.66,15.56,15.77,15.15,16.03,23.04,132.16,16.03,11.33,459.27,13.11,13.72,53.80,10.35,16.25,37.22,39.06,9.90,351.36,6.53,64.93,410.15,15.81,14.46,16.04,166.47,40.54,10.96,12.06,9.26,94.55,225.57,133.19,16.08,16.57,15.15,5.39,15.81,16.88,8.60,14.32,13.38,24.54,13.95,414.26,164.89,30.91,210.31,14.60,26.82,31.87,96.41,15.50,124.88,687.19,68.43,16.45,63.74,48.28,983.04,14.96,15.51,10.10,36.01,105.23,14.46,16.03,22.76,192.41,29.80,92.45,1012.64,57.51,33.74,18.92,141.39,68.83,413.22,17.28,36.18,185.65,10.41,15.96,15.66,15.65,168.99,6190.12,13.64,20.03,12.84,15.56,39.85,15.19,10.25,16.57,144.69,13.68,84.83,15.10,17.41,16.24,14.66,8.58,15.66,10.02,14.19,16.31,65.61,44.66,16.20,16.03,15.07,447.22,594.93,28.39,45.47,12.74,15.53,13.70,14.10,124.52,10.31,30.63,317.38,559.43,19.73,19.56,21.16,55.39,17.42,12.43,16.45,17.92,20.18,83.28,375.65,17.72,811.76,13.38
167.08,57.79,0.00,56.90,27.30,34.08,52.06,56.05,56.45,56.21,45.12,16.06,37.18,67.29,51.50,20.50,25.34,58.08,97.20,159.83,56.15,56.54,107.44,57.32,56.67,54.48,2424.40,25.19,56.19,154.26,56.74,56.04,44.76,121.01,56.19,443.07,83.67,58.86,88.37,80.19,56.38,158.03,66.73,58.60,56.49,48.29,67.01,66.16,57.07,64.04,56.22,589.02,108.50,71.78,78.32,56.23,56.31,94.47,56.52,55.91,56.13,117.73,56.37,56.26,56.34,56.14,61.17,78.09,56.14,56.75,403.01,56.24,56.08,82.40,56.30,56.93,23.24,76.90,58.15,295.03,57.32,42.88,354.04,56.13,56.14,56.04,182.57,17.76,56.47,56.34,58.49,38.55,169.05,77.40,56.08,56.10,56.02,58.73,56.70,53.55,56.73,56.57,56.12,60.30,56.23,358.04,110.96,65.57,154.32,56.20,32.00,26.20,40.98,46.22,118.09,676.65,11.27,56.05,91.42,10.68,927.12,56.04,56.30,54.31,24.11,48.17,56.14,56.14,35.95,137.48,70.84,108.78,1014.69,9.66,26.36,52.05,87.17,12.96,357.02,60.46,21.87,194.38,54.52,56.19,56.46,56.14,120.25,6192.37,56.19,63.44,56.25,56.22,20.29,56.03,58.87,57.09,88.13,55.71,112.48,56.12,61.02,56.48,56.18,56.73,56.46,53.81,56.06,56.15,18.65,35.76,56.13,56.71,56.25,391.02,539.40,54.67,13.30,50.87,56.29,56.32,56.25,98.10,56.64,67.81,261.03,558.51,57.99,43.19,44.16,5.51,56.13,56.10,56.05,48.17,52.63,29.68,360.21,48.67,820.73,56.18
223.15,12.42,56.90,0.00,81.36,30.05,9.54,11.09,5.48,7.00,14.46,66.86,93.62,32.67,32.71,58.79,32.79,15.84,139.05,215.38,12.25,6.16,163.15,5.41,6.23,7.94,2425.58,32.19,8.50,141.19,5.10,9.28,13.40,174.57,6.69,499.02,60.19,16.30,104.06,56.81,12.75,214.19,32.60,14.48,8.70,11.79,105.40,30.78,12.29,25.96,9.27,645.05,164.62,41.81,50.62,6.71,5.31,79.33,4.90,5.20,13.64,167.95,8.12,7.00,6.63,11.45,22.63,132.89,11.45,7.37,459.10,5.57,11.22,58.99,6.74,12.60,34.74,49.87,9.90,351.16,6.38,67.30,410.05,11.05,9.11,10.63,171.28,39.51,6.36,5.48,13.16,94.13,225.29,133.22,9.54,13.38,10.00,14.70,6.48,11.30,10.46,6.86,8.47,25.08,6.71,414.08,165.38,29.45,210.22,8.89,25.75,31.67,96.13,14.51,126.67,689.04,67.58,11.09,69.10,47.49,983.07,9.95,6.08,8.64,34.01,104.63,11.96,11.45,21.91,192.55,39.31,95.44,1016.69,56.31,31.46,23.51,141.09,68.55,413.17,23.33,36.51,190.49,5.96,8.19,7.68,8.83,169.33,6190.30,13.21,25.06,6.52,9.27,37.39,10.77,14.37,11.05,144.14,4.36,94.36,12.91,21.60,6.78,7.75,6.45,7.68,4.58,10.68,12.25,65.18,49.01,13.43,7.14,8.06,447.06,594.95,28.99,43.97,9.68,8.66,5.40,6.00,124.73,6.13,34.18,317.11,561.44,26.12,15.59,18.17,54.34,13.64,8.54,11.09,13.96,21.36,83.69,377.97,10.86,814.99,8.06
142.42,81.19,27.30,81.36,0.00,54.64,77.64,82.05,81.74,81.32,69.21,16.13,15.96,85.39,69.22,27.02,51.50,80.51,75.63,134.16,82.06,81.68,82.28,81.46,81.25,79.87,2416.46,51.33,81.36,159.79,81.37,81.55,69.40,94.83,81.61,418.12,96.48,81.52,81.65,93.00,80.26,133.40,85.37,81.67,81.21,73.73,50.75,85.10,80.28,84.51,81.86,564.10,83.47,88.43,94.68,81.64,81.32,103.10,81.40,80.39,82.29,92.74,81.84,81.83,81.79,81.99,83.47,51.67,81.99,81.24,378.18,81.43,81.69,95.12,80.17,79.89,48.07,91.97,81.25,270.28,81.06,43.20,329.08,81.92,81.71,81.95,182.78,42.52,81.38,81.31,81.36,14.26,144.56,52.12,81.95,82.17,81.81,81.36,81.83,76.83,81.19,81.51,81.52,81.07,81.65,333.18,84.64,85.74,129.19,81.75,56.38,50.12,15.95,69.22,113.64,663.76,17.53,82.05,102.09,34.65,902.02,81.83,81.73,79.35,50.72,26.28,81.80,81.99,60.29,111.51,87.61,115.18,1004.71,26.14,52.30,71.78,61.25,15.12,332.17,80.99,46.55,190.96,79.16,81.90,81.85,81.87,95.15,6185.76,81.84,83.50,81.54,81.86,45.26,81.88,81.51,81.84,63.73,80.52,119.80,81.94,81.79,81.92,81.73,81.07,81.85,78.13,81.77,82.06,19.96,46.64,82.11,81.89,81.70,366.13,513.96,74.03,39.64,75.25,81.85,81.57,81.54,86.75,81.34,86.43,236.28,549.88,77.59,68.88,70.51,28.05,82.29,81.46,82.05,74.10,74.78,4.87,345.81,73.96,814.82,81.58
196.76,27.54,34.08,30.05,54.64,0.00,28.17,33.52,31.73,30.86,20.20,41.02,68.19,34.28,26.50,33.86,19.65,26.47,109.59,188.22,33.69,31.61,136.81,31.02,30.64,30.66,2422.21,19.15,30.52,144.19,29.73,31.81,21.53,147.74,31.85,472.28,54.33,27.80,85.38,52.06,27.17,187.86,36.75,31.16,29.25,26.34,82.63,37.02,28.32,38.20,32.73,618.24,137.56,41.42,58.35,31.46,30.30,77.88,30.18,30.15,34.45,142.22,32.42,32.43,31.92,33.41,37.01,105.34,33.41,30.57,432.42,31.30,32.42,58.32,28.66,30.32,19.19,46.07,29.11,324.57,27.93,44.42,383.26,33.30,32.31,33.34,166.43,18.68,29.97,30.84,29.17,68.19,198.98,106.55,33.04,33.97,32.84,27.92,32.08,27.85,30.02,31.94,31.91,34.99,31.48,387.38,138.14,41.47,183.61,32.22,12.01,11.16,69.78,18.51,114.99,678.08,43.49,33.52,67.48,24.62,956.07,32.65,32.31,28.25,20.78,79.47,32.87,33.41,12.41,165.50,38.76,92.87,1008.25,32.84,18.90,21.50,114.79,43.41,386.42,30.38,15.82,182.27,28.25,32.67,32.31,32.72,143.58,6188.82,32.53,33.40,30.96,32.73,19.26,32.91,29.40,33.40,118.20,30.07,87.75,33.27,31.23,32.35,32.05,29.38,32.31,26.50,32.42,33.69,40.37,23.24,33.84,32.19,32.50,420.35,567.97,31.34,24.04,25.42,32.56,31.22,31.79,107.17,29.50,41.00,290.58,554.58,28.13,22.45,26.13,31.06,34.45,31.46,33.52,27.35,28.30,56.98,363.55,25.91,811.11,31.62
219.03,13.68,52.06,9.54,77.64,28.17,0.00,5.48,6.86,6.48,12.81,63.28,89.07,36.52,34.68,56.74,27.35,17.83,136.39,211.59,6.56,7.42,159.30,12.42,9.48,6.16,2430.21,27.26,5.22,146.14,8.06,5.39,11.51,171.55,5.46,495.05,62.27,17.69,105.67,59.75,11.73,210.04,36.33,18.02,7.12,7.62,104.82,35.39,15.37,31.61,5.92,641.01,160.32,44.66,55.64,5.10,5.77,83.86,6.86,10.30,7.14,165.68,6.56,6.00,6.08,6.16,25.87,129.18,6.16,10.17,455.02,6.16,6.40,63.26,11.93,18.16,30.95,51.96,15.59,347.03,11.39,66.77,406.02,6.24,5.48,5.48,176.08,35.30,6.44,7.00,17.09,90.14,221.05,129.19,5.10,6.78,5.39,17.41,8.43,16.27,10.12,9.06,6.07,29.26,5.11,410.02,162.01,34.85,206.27,5.48,21.82,27.82,92.26,15.73,129.55,692.55,63.01,5.48,73.81,43.31,979.11,4.69,6.63,4.43,28.35,100.11,6.78,6.16,18.08,189.03,42.73,99.79,1020.99,52.88,26.36,26.52,137.99,64.11,409.04,27.08,31.53,194.62,7.25,5.48,7.07,5.20,167.42,6195.20,6.89,29.85,5.06,5.92,33.46,5.00,18.37,12.85,140.06,8.00,97.24,6.77,26.38,7.14,5.00,9.41,7.07,8.00,5.00,6.56,62.35,47.87,6.87,8.37,6.63,443.02,591.29,32.24,39.06,9.73,6.16,5.84,6.40,125.65,7.39,38.72,313.02,565.80,29.21,9.49,9.95,50.26,7.14,5.48,5.48,6.16,22.70,79.92,380.68,7.68,819.98,5.29
223.07,16.45,56.05,11.09,82.05,33.52,5.48,0.00,7.14,6.76,16.91,67.60,93.13,39.50,38.02,61.17,31.27,20.92,141.32,215.79,4.12,8.19,163.40,13.39,10.31,7.48,2431.02,31.13,6.50,146.40,10.23,4.31,15.36,175.78,5.14,499.07,65.27,20.36,109.40,62.50,14.60,214.04,38.47,19.20,9.40,10.10,108.76,37.30,17.39,32.63,5.00,645.03,164.48,47.18,56.09,5.48,7.27,85.42,8.66,11.34,3.00,169.75,6.40,5.10,6.08,4.00,26.13,133.54,4.00,10.94,459.01,6.32,4.80,65.16,13.81,19.62,34.99,54.91,17.58,351.02,14.05,70.96,410.06,4.12,4.69,1.41,177.95,39.62,8.49,7.68,19.02,94.35,225.04,133.38,2.00,3.16,2.24,19.95,9.00,18.31,11.32,9.06,5.30,30.57,5.44,414.04,166.29,35.51,210.34,5.10,26.72,32.54,96.57,20.00,132.14,694.68,67.08,0.00,75.83,47.60,983.15,2.45,5.83,7.77,32.03,104.08,5.29,4.00,23.18,193.27,45.62,101.36,1022.91,57.07,30.35,30.34,142.18,68.34,413.04,29.42,35.97,196.87,9.53,4.00,7.21,3.61,171.58,6195.69,6.01,31.91,6.09,5.00,37.71,2.24,20.27,12.16,144.10,9.70,99.80,4.60,28.50,7.00,4.58,11.06,7.21,11.31,3.61,4.12,66.63,52.65,4.03,8.94,5.83,447.03,595.37,34.53,43.10,12.69,5.66,6.54,6.08,128.85,9.74,40.15,317.02,567.39,32.12,13.71,12.37,54.41,3.00,5.29,0.00,8.94,24.67,84.26,383.39,11.36,821.19,5.48
223.05,15.09,56.45,5.48,81.74,31.73,6.86,7.14,0.00,7.12,16.28,67.48,93.38,37.03,36.86,60.21,31.86,19.20,140.90,215.66,9.06,4.00,163.30,9.60,8.79,4.80,2429.91,31.43,7.30,145.28,5.63,7.59,14.46,175.45,3.93,499.01,63.90,19.33,108.10,61.20,14.29,214.11,37.16,18.42,8.90,11.18,107.76,35.61,16.23,30.63,5.83,645.02,164.64,46.05,54.87,2.65,4.67,84.02,4.24,8.46,10.10,169.36,4.69,2.24,1.41,8.19,26.15,133.37,8.19,10.04,459.04,4.80,9.49,63.82,11.13,17.09,34.74,53.52,14.76,351.08,10.32,70.14,410.04,8.12,6.40,7.14,176.31,39.53,5.39,6.16,17.46,94.17,225.15,133.33,5.20,10.05,7.07,18.46,4.24,15.37,12.22,7.81,7.29,29.42,2.56,414.03,166.05,33.82,210.35,5.74,25.83,32.09,96.23,17.69,130.92,693.46,67.22,7.14,74.10,47.53,983.13,6.40,3.00,7.58,33.00,104.32,9.95,8.19,22.10,192.99,43.61,100.16,1021.57,56.69,30.69,27.99,141.76,68.42,413.12,27.90,36.43,195.41,7.99,3.32,4.36,4.69,170.94,6194.59,11.00,29.95,3.47,5.83,37.03,7.35,18.70,12.60,144.06,4.80,98.69,10.40,26.48,1.41,3.74,9.45,4.36,7.68,7.75,9.06,66.14,51.70,10.36,4.36,6.08,447.03,595.24,33.22,43.35,11.92,5.20,1.94,4.69,127.91,5.99,38.87,317.03,566.07,30.63,13.96,15.68,54.35,10.10,7.28,7.14,11.45,24.73,84.16,382.22,9.06,819.84,5.74
223.10,11.59,56.21,7.00,81.32,30.86,6.48,6.76,7.12,0.00,13.24,66.49,93.22,33.63,32.19,59.09,31.83,15.65,138.72,215.33,7.76,7.76,163.09,8.06,4.33,8.44,2425.58,31.41,4.93,141.17,7.89,3.00,12.61,174.56,4.93,499.04,60.14,15.22,104.10,56.51,10.69,214.04,32.06,12.71,6.47,8.70,105.63,30.68,10.80,26.39,7.23,645.03,164.31,41.23,50.42,6.17,4.69,79.29,6.77,5.85,8.16,167.84,7.76,6.45,7.12,7.43,20.54,132.76,7.43,4.46,459.03,3.23,4.59,58.69,7.28,13.43,34.46,49.81,10.97,351.07,8.74,67.04,410.02,6.80,5.94,6.00,171.47,39.08,6.96,3.14,12.37,94.09,225.12,133.10,6.45,7.72,4.76,14.00,8.85,12.78,5.80,5.22,3.08,24.39,6.16,414.06,165.32,29.58,210.07,6.73,25.91,31.34,96.24,15.23,126.65,689.08,67.22,6.76,69.26,47.13,983.05,6.04,5.44,6.38,32.64,104.27,6.26,7.43,22.09,192.61,39.76,95.19,1016.69,56.26,30.70,24.26,141.22,68.20,413.04,22.88,35.46,190.51,3.93,6.76,8.20,6.59,169.43,6190.30,7.51,25.22,5.99,7.23,37.68,6.28,13.63,7.70,144.06,7.43,93.95,6.96,21.78,8.16,6.28,4.62,8.20,6.55,6.15,7.76,65.14,48.81,7.87,9.34,5.59,447.02,594.98,28.65,43.41,7.72,7.43,6.02,3.93,124.71,7.71,33.67,317.05,561.51,25.73,14.45,14.51,54.02,8.16,3.29,6.76,10.92,19.12,83.40,377.96,11.84,815.02,5.59
